key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
opencompass:543,HumanEval-X,opencompass_hub,0,,1,,,,,,unscored,,2023-03-30,{},[],[]
opencompass:544,DS-1000,opencompass_hub,0,,1,,,,,,unscored,,2022-11-18,{},[],[]
opencompass:557,OCRBench,opencompass_hub,0,,1,,,,,,unscored,,2024-01-17,{},[],[]
opencompass:564,LV-Eval,opencompass_hub,0,,1,,,,,,unscored,,2024-02-18,{},[],[]
opencompass:568,CriticBench,opencompass_hub,0,,1,,,,,,unscored,,2024-02-22,{},[],[]
opencompass:631,OpenFinData,opencompass_hub,0,,1,,,,,,unscored,,2023-12-29,{},[],[]
opencompass:692,ChemBench,opencompass_hub,0,,1,,,,,,unscored,,2024-02-15,{},[],[]
opencompass:895,Fin-Eva,opencompass_hub,0,,1,,,,,,unscored,,2023-12-21,{},[],[]
opencompass:924,CS-Bench,opencompass_hub,0,,1,,,,,,unscored,,2024-06-12,{},[],[]
opencompass:930,MR-Ben-Meta-Reasoning-Benchmark,opencompass_hub,0,,1,,,,,,unscored,,2024-06-20,{},[],[]
opencompass:945,Flames,opencompass_hub,0,,1,,,,,,unscored,,2024-03-13,{},[],[]
opencompass:948,SecBench,opencompass_hub,0,,1,,,,,,unscored,,2024-01-19,{},[],[]
artificial-analysis:aa-analystagent,AA-AnalystAgent,artificial_analysis,30,30,1,0.6,60.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 30}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/aa-analyst-agent"", ""key"": ""artificial-analysis:aa-analystagent"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b2331108-72ed-415a-82d1-188633875bbc"", ""model_name"": ""Gemini 3.7 Flash (high)"", ""obs_id"": ""artificial_analysis:aa-analystagent:b2331108-72ed-415a-82d1-188633875bbc"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.6"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-08-13"", ""series_id"": ""artificial_analysis:aa-analystagent:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/aa-analyst-agent"", ""value"": 0.6, ""value_kind"": ""number""}]"
artificial-analysis:aa-briefcase,AA-Briefcase,artificial_analysis,65,65,1,1710.26,1710.26,1,,higher_is_better,other_or_unverified_scale,,2026-06-18,"{""model_announcement"": 65}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/aa-briefcase"", ""key"": ""artificial-analysis:aa-briefcase"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""model_name"": ""Claude Opus 5 (Adaptive Reasoning, Max Effort)"", ""obs_id"": ""artificial_analysis:aa-briefcase:b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""1710.26"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-24"", ""series_id"": ""artificial_analysis:aa-briefcase:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/aa-briefcase"", ""value"": 1710.26, ""value_kind"": ""number""}]"
artificial-analysis:aa-lcr,AA-LCR,artificial_analysis,510,510,1,0.833333333333333,83.3333333333333,100,,higher_is_better,other_or_unverified_scale,,2025-08-05,"{""model_announcement"": 510}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/artificial-analysis-long-context-reasoning"", ""key"": ""artificial-analysis:aa-lcr"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""04ee6719-0327-463b-a1a1-70a6a78254f9"", ""model_name"": ""Muse Spark 1.2 (xhigh)"", ""obs_id"": ""artificial_analysis:aa-lcr:04ee6719-0327-463b-a1a1-70a6a78254f9"", ""organization"": ""Meta"", ""rank_in_source_response"": 1, ""raw_value"": ""0.833333333333333"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-08-05"", ""series_id"": ""artificial_analysis:aa-lcr:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/artificial-analysis-long-context-reasoning"", ""value"": 0.833333333333333, ""value_kind"": ""number""}]"
artificial-analysis:aa-omniscience-accuracy,AA-Omniscience Accuracy,artificial_analysis,489,489,1,0.6535,65.35,100,,higher_is_better,other_or_unverified_scale,,2025-11-16,"{""model_announcement"": 489}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/omniscience"", ""key"": ""artificial-analysis:aa-omniscience-accuracy"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""model_name"": ""Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)"", ""obs_id"": ""artificial_analysis:aa-omniscience-accuracy:cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.6535"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-06-09"", ""series_id"": ""artificial_analysis:aa-omniscience-accuracy:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/omniscience"", ""value"": 0.6535, ""value_kind"": ""number""}]"
artificial-analysis:aa-omniscience-non-hallucination,AA-Omniscience Non-Hallucination Rate,artificial_analysis,489,489,1,0.990990990990991,99.09909909909909,100,,higher_is_better,other_or_unverified_scale,,2025-11-16,"{""model_announcement"": 489}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/omniscience"", ""key"": ""artificial-analysis:aa-omniscience-non-hallucination"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""d306cccd-0085-4b2f-8aa0-ffcdbb434695"", ""model_name"": ""MiniCPM5-1B (Non-reasoning)"", ""obs_id"": ""artificial_analysis:aa-omniscience-non-hallucination:d306cccd-0085-4b2f-8aa0-ffcdbb434695"", ""organization"": ""OpenBMB"", ""rank_in_source_response"": 1, ""raw_value"": ""0.990990990990991"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-05-25"", ""series_id"": ""artificial_analysis:aa-omniscience-non-hallucination:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/omniscience"", ""value"": 0.990990990990991, ""value_kind"": ""number""}]"
artificial-analysis:aime-2025,AIME 2025,artificial_analysis,270,270,1,0.99,99.0,100,,higher_is_better,other_or_unverified_scale,,2025-02-12,"{""model_announcement"": 270}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/aime-2025"", ""key"": ""artificial-analysis:aime-2025"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""498862c3-f9ac-49d2-852f-16a02bb0c38f"", ""model_name"": ""GPT-5.2 (xhigh)"", ""obs_id"": ""artificial_analysis:aime-2025:498862c3-f9ac-49d2-852f-16a02bb0c38f"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.99"", ""reported_by"": ""third_party"", ""reported_date"": ""2025-12-11"", ""series_id"": ""artificial_analysis:aime-2025:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/aime-2025"", ""value"": 0.99, ""value_kind"": ""number""}]"
artificial-analysis:apex-agents-aa,APEX-Agents-AA,artificial_analysis,29,29,1,0.470501474926254,47.0501474926254,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 29}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/apex-agents-aa"", ""key"": ""artificial-analysis:apex-agents-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""0097ebf5-124f-42f6-9463-33b00e711f03"", ""model_name"": ""Gemini 3.5 Flash (high)"", ""obs_id"": ""artificial_analysis:apex-agents-aa:0097ebf5-124f-42f6-9463-33b00e711f03"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.470501474926254"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-05-19"", ""series_id"": ""artificial_analysis:apex-agents-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/apex-agents-aa"", ""value"": 0.470501474926254, ""value_kind"": ""number""}]"
artificial-analysis:automationbench-aa,AutomationBench-AA,artificial_analysis,39,39,1,0.6274556199710792,62.74556199710793,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 39}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/automationbench-aa"", ""key"": ""artificial-analysis:automationbench-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b2331108-72ed-415a-82d1-188633875bbc"", ""model_name"": ""Gemini 3.7 Flash (high)"", ""obs_id"": ""artificial_analysis:automationbench-aa:b2331108-72ed-415a-82d1-188633875bbc"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.6274556199710792"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-08-13"", ""series_id"": ""artificial_analysis:automationbench-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/automationbench-aa"", ""value"": 0.6274556199710792, ""value_kind"": ""number""}]"
artificial-analysis:critpt,CritPt,artificial_analysis,492,492,1,0.322857142857143,32.2857142857143,100,,higher_is_better,other_or_unverified_scale,,2025-11-21,"{""model_announcement"": 492}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/critpt"", ""key"": ""artificial-analysis:critpt"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""d93edfe8-bf35-49ad-b56e-b18116142a1c"", ""model_name"": ""GPT-5.6 Sol (max)"", ""obs_id"": ""artificial_analysis:critpt:d93edfe8-bf35-49ad-b56e-b18116142a1c"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.322857142857143"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-09"", ""series_id"": ""artificial_analysis:critpt:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/critpt"", ""value"": 0.322857142857143, ""value_kind"": ""number""}]"
artificial-analysis:enterpriseops-gym-aa,EnterpriseOps-Gym-AA,artificial_analysis,33,33,1,0.5111906893464637,51.11906893464637,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 33}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/enterprise-ops-gym-aa"", ""key"": ""artificial-analysis:enterpriseops-gym-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""model_name"": ""Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)"", ""obs_id"": ""artificial_analysis:enterpriseops-gym-aa:cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.5111906893464637"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-06-09"", ""series_id"": ""artificial_analysis:enterpriseops-gym-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/enterprise-ops-gym-aa"", ""value"": 0.5111906893464637, ""value_kind"": ""number""}]"
artificial-analysis:gdpval-aa-v2:normalized_score,GDPval-AA v2 (normalized score),artificial_analysis,213,213,1,0.667335,66.7335,100,,higher_is_better,other_or_unverified_scale,,2026-06-15,"{""model_announcement"": 213}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/gdpval-aa"", ""key"": ""artificial-analysis:gdpval-aa-v2:normalized_score"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""model_name"": ""Claude Opus 5 (Adaptive Reasoning, Max Effort)"", ""obs_id"": ""artificial_analysis:gdpval-aa-v2:normalized_score:b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.667335"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-24"", ""series_id"": ""artificial_analysis:gdpval-aa-v2:normalized_score:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/gdpval-aa"", ""value"": 0.667335, ""value_kind"": ""number""}]"
artificial-analysis:gdpval-aa-v2:raw_elo,GDPval-AA v2 (Elo),artificial_analysis,213,213,1,1834.67,1834.67,1,,higher_is_better,other_or_unverified_scale,,2026-06-15,"{""model_announcement"": 213}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/gdpval-aa"", ""key"": ""artificial-analysis:gdpval-aa-v2:raw_elo"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""model_name"": ""Claude Opus 5 (Adaptive Reasoning, Max Effort)"", ""obs_id"": ""artificial_analysis:gdpval-aa-v2:raw_elo:b8fc61f7-5e9a-49e6-8547-6ac56db24627"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""1834.67"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-24"", ""series_id"": ""artificial_analysis:gdpval-aa-v2:raw_elo:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/gdpval-aa"", ""value"": 1834.67, ""value_kind"": ""number""}]"
artificial-analysis:gpqa-diamond,GPQA Diamond,artificial_analysis,586,586,1,0.94949494949495,94.94949494949499,100,,higher_is_better,other_or_unverified_scale,,2023-11-20,"{""model_announcement"": 586}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/gpqa-diamond"", ""key"": ""artificial-analysis:gpqa-diamond"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""c8adc5cf-fd5a-407b-af51-dc3bede3e49c"", ""model_name"": ""Grok 4.6 (high)"", ""obs_id"": ""artificial_analysis:gpqa-diamond:c8adc5cf-fd5a-407b-af51-dc3bede3e49c"", ""organization"": ""xAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.94949494949495"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-08-12"", ""series_id"": ""artificial_analysis:gpqa-diamond:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/gpqa-diamond"", ""value"": 0.94949494949495, ""value_kind"": ""number""}]"
artificial-analysis:harvey-lab-aa,Harvey LAB-AA,artificial_analysis,36,36,1,0.946446663771892,94.6446663771892,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 36}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/harvey-lab-aa"", ""key"": ""artificial-analysis:harvey-lab-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""f7d2fc3e-1f7b-405f-818c-07952a4af78f"", ""model_name"": ""Kimi K3 (max)"", ""obs_id"": ""artificial_analysis:harvey-lab-aa:f7d2fc3e-1f7b-405f-818c-07952a4af78f"", ""organization"": ""Moonshot AI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.946446663771892"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-16"", ""series_id"": ""artificial_analysis:harvey-lab-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/harvey-lab-aa"", ""value"": 0.946446663771892, ""value_kind"": ""number""}]"
artificial-analysis:humanitys-last-exam,Humanity’s Last Exam,artificial_analysis,577,577,1,0.554680259499537,55.468025949953706,100,,higher_is_better,other_or_unverified_scale,,2025-01-23,"{""model_announcement"": 577}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/humanitys-last-exam"", ""key"": ""artificial-analysis:humanitys-last-exam"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""model_name"": ""Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)"", ""obs_id"": ""artificial_analysis:humanitys-last-exam:cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.554680259499537"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-06-09"", ""series_id"": ""artificial_analysis:humanitys-last-exam:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/humanitys-last-exam"", ""value"": 0.554680259499537, ""value_kind"": ""number""}]"
artificial-analysis:ifbench,IFBench,artificial_analysis,450,450,1,0.833333333333333,83.3333333333333,100,,higher_is_better,other_or_unverified_scale,,2025-07-03,"{""model_announcement"": 450}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/ifbench"", ""key"": ""artificial-analysis:ifbench"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""5e8b0d98-a3b4-42b5-93d8-ecb748788754"", ""model_name"": ""Grok 4.3 (medium)"", ""obs_id"": ""artificial_analysis:ifbench:5e8b0d98-a3b4-42b5-93d8-ecb748788754"", ""organization"": ""xAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.833333333333333"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-04-30"", ""series_id"": ""artificial_analysis:ifbench:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/ifbench"", ""value"": 0.833333333333333, ""value_kind"": ""number""}]"
artificial-analysis:itbench-aa,ITBench-AA,artificial_analysis,33,33,1,0.562146892655367,56.2146892655367,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 33}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/itbench-aa"", ""key"": ""artificial-analysis:itbench-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""d93edfe8-bf35-49ad-b56e-b18116142a1c"", ""model_name"": ""GPT-5.6 Sol (max)"", ""obs_id"": ""artificial_analysis:itbench-aa:d93edfe8-bf35-49ad-b56e-b18116142a1c"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.562146892655367"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-07-09"", ""series_id"": ""artificial_analysis:itbench-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/itbench-aa"", ""value"": 0.562146892655367, ""value_kind"": ""number""}]"
artificial-analysis:livecodebench,LiveCodeBench,artificial_analysis,343,343,1,0.917460317460317,91.7460317460317,100,,higher_is_better,other_or_unverified_scale,,2024-03-12,"{""model_announcement"": 343}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/livecodebench"", ""key"": ""artificial-analysis:livecodebench"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""d1122eff-ee85-4fdc-8a9f-23bee6590667"", ""model_name"": ""Gemini 3 Pro Preview (high)"", ""obs_id"": ""artificial_analysis:livecodebench:d1122eff-ee85-4fdc-8a9f-23bee6590667"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.917460317460317"", ""reported_by"": ""third_party"", ""reported_date"": ""2025-11-18"", ""series_id"": ""artificial_analysis:livecodebench:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/livecodebench"", ""value"": 0.917460317460317, ""value_kind"": ""number""}]"
artificial-analysis:mlcr-aa,MLCR-AA,artificial_analysis,71,71,1,0.644444444444444,64.4444444444444,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 71}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/mlcr-aa"", ""key"": ""artificial-analysis:mlcr-aa"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""model_name"": ""Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)"", ""obs_id"": ""artificial_analysis:mlcr-aa:cd55210d-358e-4df1-ba9c-9acb5f186cc9"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.644444444444444"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-06-09"", ""series_id"": ""artificial_analysis:mlcr-aa:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/mlcr-aa"", ""value"": 0.644444444444444, ""value_kind"": ""number""}]"
artificial-analysis:mmmu-pro,MMMU-Pro,artificial_analysis,245,245,1,0.854913294797688,85.4913294797688,100,,higher_is_better,other_or_unverified_scale,,2024-09-05,"{""model_announcement"": 245}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-25T10:41:06Z"", ""date_precision"": ""model_announcement"", ""document_id"": ""artificial_analysis:https://artificialanalysis.ai/evaluations/mmmu-pro"", ""key"": ""artificial-analysis:mmmu-pro"", ""measured_by"": ""Artificial Analysis"", ""model_id"": ""b2331108-72ed-415a-82d1-188633875bbc"", ""model_name"": ""Gemini 3.7 Flash (high)"", ""obs_id"": ""artificial_analysis:mmmu-pro:b2331108-72ed-415a-82d1-188633875bbc"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.854913294797688"", ""reported_by"": ""third_party"", ""reported_date"": ""2026-08-13"", ""series_id"": ""artificial_analysis:mmmu-pro:default"", ""source"": ""artificial_analysis"", ""source_url"": ""https://artificialanalysis.ai/evaluations/mmmu-pro"", ""value"": 0.854913294797688, ""value_kind"": ""number""}]"
